image,sender_id,label,kids
eff90bf7-9cfc-48f2-ad96-d4638e336da1,181,Buttondown_Shirt,False
264f8d64-c5f0-45ab-9361-8ea9d8e0f5db,204,Shoes,False
9a858530-6e0d-4bf0-8900-42055c64ddaf,190,Pants,False
31300080-1a75-43ad-a301-4c45cfdde876,41,Longsleeve,False
87f0405b-bdea-4e8a-a0bf-5199dd1a158c,194,T-Shirt,False
2b84e88f-fa18-4af8-b6ef-e51abb38d760,345,T-Shirt,False
dbc857c3-c31a-433a-b6a1-e40bdf02dcb8,236,T-Shirt,False
dd262e49-9475-442f-aa1a-7eb21747ca24,274,Dress,True
0b1cc7a6-be78-45e6-be22-2ad00b107328,260,T-Shirt,False
a099199b-9ec3-4f63-a157-dbdb1757eae5,256,Dress,False
f292247a-3e20-42e1-826e-92539ab39823,322,Longsleeve,False
7f9e3f88-a93a-42ba-acad-fc3b5bf69566,50,Dress,False
38f77bf6-b6bc-47de-84ec-514a41182a2b,204,Longsleeve,True
39a1562b-9f9f-4e70-b593-79cdd63ac707,46,Shorts,False
26bed63e-d57c-4a07-9bc9-4c17b5e85989,238,Buttondown_Shirt,False
80bfaabb-dc55-4bad-af63-087a7659367d,127,T-Shirt,False
61b46868-8e25-476a-b8ce-74efe4495963,260,Hoodie,False
c325bde4-2ef9-4e87-ab30-bd5e964f8b75,260,T-Shirt,False
6f80839e-abae-4142-9833-5b85ba235d11,48,T-Shirt,False
c5afa5d8-aa75-4836-872a-de9d93d091af,181,Hat,False
5176fdc6-3c9b-4291-854e-487861248b4b,204,Shorts,False
739bafaa-cce9-4322-b16c-21baac21a313,153,Hoodie,False
f051ba41-a8e9-4898-b430-f75d8578041e,271,Shorts,False
3efe0827-6f77-4fa1-9acf-8c7c830bbaa0,262,T-Shirt,False
ba724b12-489f-45b4-bed0-c6c152f8c142,217,Undershirt,False
8942b418-8e99-450c-a051-63c2f850937b,267,Dress,False
7f66f5dd-b7dd-4cea-8a02-7ef4f01ef79d,309,T-Shirt,False
349cf35c-eaad-49af-b0c9-3c88b8d0afc1,153,Longsleeve,False
19ff0603-c52b-4d27-a9b9-cfd9da5e9f35,41,Pants,False
9016f21f-b6d7-469e-991f-aafca7c6c9ae,37,Shoes,False
d09d4a13-040d-4a49-94da-7c1dcfa381b9,181,Shorts,False
7f3c9738-92af-49a9-92de-b7e762a93e63,204,Shoes,False
00d94e21-5891-492e-be0e-792e7338c077,181,Hat,False
b5c9449f-f1fe-4b81-a247-329145b6c277,8,Dress,False
c4f11a12-2fcd-4268-8045-5a00aec7e656,308,Pants,False
ac8a9f3c-6436-4bfa-8a08-978ec833045c,224,Shoes,False
ceaa1a39-4aa3-4492-a7ba-173a5f2a3fb8,8,Longsleeve,False
c1d07250-52db-4033-8a93-1dbc60ccbf31,204,Longsleeve,False
a6933111-83a0-42c6-868b-88df90dfcc56,260,Buttondown_Shirt,False
2ddda978-3941-444b-87ac-8ff4f2806da6,41,Pants,False
e6ebe9c6-ad91-4177-8ab4-9d3647cf6a4a,201,Hat,False
0db5a848-2066-436f-bd21-8b3585b391a5,187,Pants,False
5e01f1b8-4672-4a29-85c2-63d7e76c5056,41,Longsleeve,False
7fb44e44-48e0-418c-9f28-695cf29997ad,263,T-Shirt,True
44adf0a2-88dc-4dfe-a18e-f149386fe0c3,48,T-Shirt,False
b1bec6b2-83dc-4ae6-b65a-b1212cbced1d,34,T-Shirt,False
426243b1-dd03-428f-b53b-9510ae8955f7,204,Pants,False
c7c0ee49-32c3-4273-b37b-980972e352eb,290,Buttondown_Shirt,False
9b68ea5b-6589-4468-bad4-231cf47a60ae,72,Shoes,False
7fe5d50c-ff63-40f1-8629-f61937c859de,260,Longsleeve,False
90a36044-7090-4bef-9159-6e2e3309234a,204,Shoes,False
567f4a4e-4e47-4b27-902c-46d0c59df3aa,260,Buttondown_Shirt,False
40584096-ab8a-4a68-8d10-f6d94aa6f4b3,204,Pants,False
7062b651-e729-4829-a5fa-d827f450c7b8,204,Shoes,True
672b0d76-2277-4edf-8903-51cd6646b139,158,Skirt,False
009b3c31-fb62-45c0-be9a-37a5c238cb88,267,Dress,False
23c11d4a-ba64-4640-83e1-11c6f0008b0b,41,Pants,False
901a9d34-06c6-4047-9565-97c64e9d303d,204,Undershirt,False
b2d23f7d-32af-4b91-a8c5-2cb5b6cec6b1,262,Shoes,False
6a2a9690-9343-4511-9caa-68ece22dfa3c,48,Longsleeve,False
c8edb939-af9a-4776-96be-cabc164de820,50,Pants,False
2125089e-61bc-4ec7-bba5-829e8e2fe268,291,Polo,False
c423771a-0471-4226-b721-d44deb6eba9f,45,T-Shirt,False
e7ec7ab5-494f-417c-a0ce-c7bbef93d745,48,Buttondown_Shirt,False
09cd8fdf-bbe9-4908-8f54-f399bc635c9b,18,T-Shirt,False
bc13e811-2e4f-43ed-859e-80de2745ed12,367,Shorts,False
16d5fbeb-bc4b-43ab-9bc6-89a385d42dd3,260,Longsleeve,False
96399c5f-1bb4-427a-a4b0-357557fbe712,226,Polo,True
4ac3d6f0-a7e6-4197-899f-d3a65ae1ba7d,37,Hat,False
7bb0226b-f068-4b46-9e40-1e5110319fcd,305,Shoes,False
9db35e36-d392-4ffd-9ef5-508b6b2cb18f,204,Longsleeve,False
1e0a18a1-234a-4a58-af40-37b12802cc64,48,T-Shirt,False
40ee6784-5c49-40c1-bf26-7cdbcc9ff849,187,Pants,False
dc14465c-cecb-48e4-8ef0-49914b2a9d6a,314,Shorts,False
cbce7a75-5e1d-4450-9b51-714efa55bfa0,232,Pants,False
56c195bd-7685-4666-9a45-05a755758335,309,T-Shirt,False
a2d24a18-4de5-4e51-8405-deeac86f86da,267,Pants,True
5e36ffa0-fd70-4a61-9b63-bea16ce83616,27,Shorts,False
3571680c-6a00-4202-8bab-1679116cbe7c,181,Shorts,False
70045b01-b350-4918-be74-2f627290ad7a,95,Skirt,False
2362285c-34bf-47bc-a40f-4f324b85f72d,224,Shoes,True
c3eaa0a4-4c21-4960-949d-3bfbbd99beaf,73,Longsleeve,False
1b00c860-4121-475e-8991-a26247be3145,282,Buttondown_Shirt,False
fdbcfdcd-5deb-4a20-9aef-b708831ef774,284,Skirt,False
30de5ddd-4565-4a60-b5bb-5ab79a24afec,322,T-Shirt,False
f59762b1-e4ac-4dfd-bb0e-0174ac789d10,239,T-Shirt,False
2aff1c58-d4af-4ac4-ac69-7714e4150be3,48,T-Shirt,False
d2b58d3e-288b-44bc-b289-b9a39f7297a1,322,T-Shirt,False
b00f4c40-c1b2-4fcb-9380-12b1134cd3ed,366,Shoes,False
0d0bb91d-01d7-45df-827d-da96bbc44b15,41,Pants,False
45d99d85-955a-4fc3-bbb8-4429e40a3233,291,Pants,False
c614a09e-9683-4d53-8387-de6db3d5e306,260,T-Shirt,False
0dbc39f0-2048-4580-ad8b-a2540265a414,260,T-Shirt,False
8b0be452-c7d4-4c58-828d-88c70efcb0e5,34,Undershirt,False
be6e7635-72da-438b-ac43-d7eaf3d64819,48,Longsleeve,False
98424108-fcd3-46a4-8a27-fcf4db664f4c,181,Longsleeve,False
fd28f175-6ac7-4506-b67b-ae1bcbfc5c61,146,Buttondown_Shirt,False
751b991d-99ce-4a5e-b76c-090ef19e638c,178,Buttondown_Shirt,False
dd64332e-aab6-43d0-899b-4a95e328b7c5,178,Dress,False
e5efb687-b679-4af4-af15-80e422716558,260,Longsleeve,False
0ca7f456-e16e-4afe-ab4e-9639719ec0b5,204,Shoes,False
c1fafe22-a65b-4ce4-9383-dbd470a205e6,181,Longsleeve,False
d7043df8-03b6-413c-ae3f-b96f0782e411,181,Hat,False
e0ee5b52-334f-4cea-b86b-bd533be7af58,260,Buttondown_Shirt,False
5e07f77d-8060-4613-978d-add0a20973cb,48,Longsleeve,False
49cf6cd7-48aa-4ce2-9bb2-36edae7eace4,204,Shoes,True
cc5dcadb-144d-4acf-9de7-fe8cda59e891,364,Pants,False
caf38b0d-4457-4498-8203-ec4be7251f5d,300,T-Shirt,False
7ec3c84f-6c41-40bf-8248-f89846c6be6c,262,Skirt,False
4cac86ab-9e61-46e6-afc5-018cffb9215f,197,Polo,False
ab786484-bdf4-4c64-a7a7-b3d95628b56e,181,Pants,False
19b8f13e-9f17-4fcc-a4cd-7496672b1675,215,Hat,False
37dcdaa0-00d4-4be5-af9c-65820aea36ef,260,T-Shirt,False
f3510847-65cb-4b60-8d72-4c02d5ae6c85,204,Shoes,False
1c948411-aadd-4a6e-bf98-a7e7ddd3397c,204,Shoes,True
25450d12-43a6-48c1-b5c0-fd613ad61ee0,48,Skirt,False
a755c77a-2749-46a9-a5c3-75a02f2f2e9c,331,T-Shirt,False
6d08108f-89b2-4b59-afba-8f85892bffa7,367,T-Shirt,False
2c923fb1-4bee-41dc-b393-973cd1a03bbf,166,Hat,False
c1110144-06d3-4d8a-844a-de4557fc7058,54,T-Shirt,False
ae10eae8-6b13-4887-b226-d1fc1d7c6dd3,204,Polo,False
a60677b2-a77f-4109-94c3-8f2fc922e1a9,150,Longsleeve,False
ee7b4f87-ab2e-4387-9c7e-76f7da060f1e,204,Dress,False
ac6b4d26-7e1b-49a5-8045-84d213b56a7e,173,Dress,False
879ed4b1-2e9c-4770-9b6a-ce083cdab913,310,Shorts,False
b24c37e0-2175-445b-9801-2fd517253f2b,262,Longsleeve,False
6c86fcb8-3bb1-4b70-bf96-b756b992a9f9,50,Pants,False
ccbbfb83-ba8c-4ea5-8f9e-5ec4abbaf0e8,181,Longsleeve,False
ebaf0af5-c378-4fad-ab85-f53f53496ff5,50,Longsleeve,False
95dd0618-9a05-4abe-853c-fa6c3fa9bcce,0,Dress,False
fb84b8f2-c90f-4adf-8732-0d19dff26ae2,50,T-Shirt,False
f5f193c8-5953-4fc8-a385-27352b7c75ea,331,T-Shirt,False
194df73c-8468-4782-bcf6-8dd328c09f79,14,T-Shirt,False
e4bf7082-cde0-4082-bd77-74bf04346c44,45,Pants,False
46b316a6-236e-471f-9d72-fea1d7f10dbc,260,Longsleeve,False
0bacb2c4-3d90-4835-b23e-aa7c2284d1bc,210,Shoes,False
4b59aac5-4659-4d41-bdb1-b18f413f70fc,260,Longsleeve,False
02341619-2fa3-42d4-bb5e-689518228e67,287,Skirt,False
1e9ba1e2-eefe-4853-ab05-63598cb144f1,181,Pants,False
3f7d16eb-7c7b-45fe-8d3b-ffb38124b52c,128,Shorts,False
4648c6e6-5e5e-487d-bdad-d304306971f6,8,Undershirt,False
2329e4c9-1172-4379-94de-091621a56a40,204,Shoes,False
542e0f88-7b55-47ee-998e-c08c5eb2f021,82,Pants,True
36e2b110-6be7-4c46-a865-34ca99808c11,217,Skirt,False
ae596614-9997-47d9-9203-b90214b5ae32,153,Polo,False
1789bd08-1ac8-46d6-bf28-0919e083ef56,46,Longsleeve,False
f0b0e313-820e-4319-bd2d-becd0b51c50d,322,Dress,False
68cb466f-920a-4730-bfdc-f622abc3a170,291,Dress,True
ce367218-82f0-47ca-87cd-7b3bc173104c,48,Buttondown_Shirt,False
d885f493-1070-4d51-bd11-f1ec156a2aa7,50,Shorts,False
d9218439-14f1-46fa-8c35-f17f112b08fe,348,Shoes,False
6ecd5726-a6af-4b6e-9334-df0101ea202a,48,Pants,False
fbefa9a6-5ed8-47d7-97f7-c57378457399,50,Longsleeve,False
f4466552-b0d6-4ef4-a233-02d04a031fd1,262,Longsleeve,False
ac07a0bf-533e-4e22-9b8d-35cec894b207,331,Shoes,False
184b54b9-94f1-41c6-9aeb-64efa09a4720,116,Pants,False
300963e8-f469-471c-a7dd-9eed99ddad4f,181,Pants,False
0e88c86f-911f-4dd6-85b6-cb953e9dd2c5,228,Shorts,False
3eef0277-3c10-4c24-99d7-75edc091064b,278,T-Shirt,False
dc39e5f7-e47c-4627-aca6-cb0ced56c05f,284,T-Shirt,False
0257eb81-f3d3-4704-8299-8b6ab20f1ed4,45,Pants,False
a04786b1-80e1-4e10-903a-36ca728c9b53,62,T-Shirt,False
5e1c4241-34f9-42b5-8112-e5fcb4484a02,41,T-Shirt,False
a7d4c4ff-ff10-4418-a0e8-32b2bdb33d99,204,Hat,False
28709ef4-cebf-40c5-8347-f59932bf9323,12,T-Shirt,False
fec21691-e1e1-40c1-84e3-1ae5d35a67dc,221,Blazer,False
e4bee2e0-0ccb-4a3a-af3b-5d02a6456e92,181,Hat,False
e787428b-ff3b-4018-8fbd-bff485db291d,168,Shoes,False
249788eb-c7d1-470e-8872-196e9010db7b,48,Shorts,False
b6fed6f7-dcb2-4263-9c85-e45f85b06c76,327,Shorts,False
dd56586c-e409-45b3-be62-6bd3d1bb6203,204,Longsleeve,False
4f475e5a-0631-4ed4-9333-2ea5931b8a52,48,T-Shirt,True
300d1cdb-c82b-415e-9650-7e1bbb2242c0,204,T-Shirt,True
18c657b8-25d9-4abb-b6a2-1e2c3978a1e3,279,Shorts,False
cbc6ba30-1696-49b7-844a-362d45f0f876,160,T-Shirt,False
cd23d1f5-2066-44e5-b2f2-77ab284320a5,113,Pants,False
e3b615cd-c024-41b3-b9fa-5040a23b2572,294,Shoes,False
028f8beb-150d-41a9-bb4e-3de383c7856e,267,Buttondown_Shirt,False
ceb6ea8b-5289-4305-a52b-b4b44d3beeb9,186,Hat,False
34ad51d6-2fcc-4cf6-9ee0-51d02059d5b3,204,Shorts,True
aa6bb957-1ab8-4590-80d8-e9d825ffd6ff,260,T-Shirt,False
fbfd3f23-f274-4f96-b6b7-ae87f33552dd,361,T-Shirt,False
56f8579b-7609-499c-b95e-6be249d855d3,181,Pants,False
aa38d686-aa76-4bfa-8d79-c6ca93cdabb9,50,Dress,False
a5111c97-2304-4432-9846-3dea021ef2e0,322,Pants,False
b58fa44e-999a-4377-baff-90de8d61992a,135,Pants,False
00003aeb-ace5-43bf-9a0c-dc31a03e9cd2,322,T-Shirt,False
8743de52-ca70-43e5-8e3c-12a1834cb120,227,Shoes,False
2fdb7ce2-a2f1-4d1d-9e8f-345c28b5b25d,181,Dress,False
554316b9-05a9-4d28-9b5d-2455e78f82b8,181,Pants,False
c028daef-a24d-48b4-932c-3eb9df50015d,360,T-Shirt,True
ac78b6e0-a539-4fc0-8a3b-6afcbf08b799,204,T-Shirt,False
0dc84ada-ef62-494b-8965-1a6fe28379c7,181,Buttondown_Shirt,False
55bb3f19-0621-4638-9c2a-3a22ae816524,260,Dress,False
c3ebfb65-451d-4192-92f6-29d06875898f,262,Buttondown_Shirt,False
af7796ed-3962-4494-bb0e-537e28304544,181,T-Shirt,False
968e1bb6-5441-4bb6-b56b-6b066dd2423e,260,Dress,False
e62cfe93-94cd-4c40-bd67-62ddbede6b6a,186,Longsleeve,False
420a80c4-dfc9-4cc3-8de6-42765b92bb4b,193,Buttondown_Shirt,False
a73098e0-5b2b-4576-9d7e-463b58ec2b6a,135,Polo,False
2b12ad64-97e5-4500-ad2e-f74ea31eacbb,50,Longsleeve,False
ec196957-56c2-4ebf-acfe-c13b620f79cc,166,Longsleeve,False
ade4c3c3-86ce-4187-b601-989279c0592d,245,Shoes,False
1654e727-45fa-43de-88fb-44bcdf55cacb,199,Dress,True
d002bff9-c9a1-402a-b41d-c34c344d57b0,204,T-Shirt,False
58d54528-9eb3-4188-beca-892932f360a7,309,Longsleeve,False
3e9d7e85-075c-4720-bd0e-7735d30859a1,45,Hoodie,False
e85b5945-e8d0-4049-84b4-22ff5907ec8e,59,Longsleeve,False
9c53a328-5193-4b5c-9d47-6f16a0f75571,198,Buttondown_Shirt,False
582f7f10-e2bb-4cc4-9fb7-829e71dc0f02,50,Longsleeve,False
bcc1aec3-9913-4a2d-b6a0-8f4d97e58b0c,204,Hat,False
a930e7cd-a242-4d73-861a-ecc3e4bf8aac,135,Longsleeve,False
53a11bca-e1d7-45a3-8ab0-a17cab3062d1,204,Pants,False
5ca1e689-1dae-48c3-9b8b-b47a3365cc01,282,Longsleeve,False
7fc487f9-81a1-4285-aef9-45574cc8adce,217,Dress,False
203369db-4e34-43c0-8efb-3cd052ef1e4d,142,Polo,False
178a2941-266a-465f-a8fc-84c42d8e0504,262,T-Shirt,False
86c39f2e-89cc-490b-a61b-b4ef2d762081,322,Longsleeve,False
c54291e1-4aaa-43c1-b55a-5cb81a098bdb,41,Pants,False
adf533b2-59ca-42bd-bd78-cb02ff90217a,216,Pants,True
b053fb25-f4bd-4a92-b73c-e87fd53cd8d2,291,T-Shirt,False
92af39a3-3cad-4753-9818-b83bf03c398b,59,Shorts,False
159d517a-cae3-42ca-b92c-8ba57eb7d748,204,Shorts,True
d046a3dc-6ef0-402e-8c48-2dd5088d180c,48,T-Shirt,False
4e3ea56c-e4e4-4ac4-9981-3491f62a7815,54,Longsleeve,False
fadf240e-8292-42fd-b1ef-76671903630e,31,Pants,False
d12dea46-234b-4704-a3a6-f7f8a9d8dca1,181,Pants,False
421c4931-edc5-4458-ae7e-4e3b7a6d8ea7,41,Pants,False
07041585-6b6d-4076-8341-db9934108586,310,Buttondown_Shirt,False
3eeaf330-2460-4d7f-844f-d7254d12e587,57,Dress,False
1d0b7c61-dbeb-4830-9012-fc6034d92d22,181,Blazer,False
d7ea54ee-9a37-42c4-bb14-405817a12b99,285,Longsleeve,True
1c9f7329-6013-460f-8cc1-3c38eb4d9903,301,Hoodie,False
65550f31-b44f-462e-aec4-6dda5e478930,181,Pants,False
275874a1-4cfd-4852-a751-24cf7f666517,330,T-Shirt,False
d44cfac9-3fda-47ba-8eb1-8b130f60b08c,217,Skirt,False
fcd12553-82a2-4235-9695-438e001a531e,181,Buttondown_Shirt,False
0a85a584-cb49-4795-b2f1-7eebbf09399a,7,T-Shirt,False
96092dbf-6927-417a-a34d-3903a21fb20b,48,Buttondown_Shirt,False
d0a1b45e-f6d3-4402-aad1-e921b9ee3589,309,Hoodie,False
91ebc326-3907-45da-9c62-354eb972817b,197,T-Shirt,False
96f9dce9-29a4-4cab-8d04-c009db5e895e,126,Longsleeve,False
195de33e-ed94-4729-b254-b351aafbfca8,352,Body,True
123cedc9-f0ee-432b-a087-7c4981e60c75,267,Dress,False
cff061d0-75c2-4be6-bd33-b2a189caf0d4,262,T-Shirt,False
1febd681-151b-4c8c-baff-ddc52d16c6c0,274,Hat,False
24eb25f2-de76-4ea2-8279-cf46fc941dd9,50,T-Shirt,False
fbdddc68-0c17-47fb-a6a4-28f9564f44fb,65,Shoes,False
e77efa63-0477-4af2-b56d-c15da31bdad6,260,Buttondown_Shirt,False
dcb424ce-cac4-4d7c-be29-a71d3a2488af,267,Longsleeve,False
38bf9790-f653-453b-96b4-72a298413eb7,8,Longsleeve,False
07928474-c6fe-415f-9cb0-6418e497ce56,8,T-Shirt,False
405cc200-8f74-4917-adaa-d43cca8e8ba4,361,Hoodie,False
7aefbf16-da20-4836-b31f-ec61d161b4b9,262,Buttondown_Shirt,False
a59e9a01-e4d1-4194-94eb-100809153382,322,Longsleeve,False
f8bf0483-4bb9-4194-a7c9-310cf5cf192f,48,Undershirt,False
e4cee22b-b702-4e21-9f26-cc61cc58f870,48,Dress,False
4746e510-d698-4730-8eaa-99d6b9b0fa7f,41,Longsleeve,False
66aabc57-cad0-4dd5-84fe-7976d00024e4,267,Pants,True
5771c333-b23a-4499-86d9-02d0c047bb70,65,Shorts,False
84c5becd-3bbc-4f8d-8aff-45a918cbfe89,102,T-Shirt,False
dedc3714-6ac9-4d6a-b76f-cfa10a1a9a51,180,Longsleeve,True
6558b3d0-f4e5-425b-a219-7b0df47ca55f,186,Pants,False
6a06dfe2-5e0f-4e2f-875d-56f159de38ab,3,Polo,False
7a2d6800-aa3d-4c12-a975-c1bcb832d243,322,T-Shirt,False
dcc9ba78-0c23-47aa-8c87-f3285a5cb5f8,231,Longsleeve,False
4014f464-8bd5-4425-b934-735630cce566,181,Longsleeve,False
6bdd35ce-9285-4580-8755-4c8f4bd9b724,204,Shoes,False
29ad3be2-bfb1-4978-b384-e47f44124776,48,T-Shirt,False
208e4ef2-1460-4ba5-9f8a-de05249e5af3,278,T-Shirt,False
6aa750ad-e553-4f9f-bc84-7191530a4fee,282,T-Shirt,False
996ee77c-3ed1-4630-9838-5d141ff18536,257,T-Shirt,False
b8bdd55f-7b8a-4a2e-8d8f-75aa574a6dbb,310,Buttondown_Shirt,False
92c032d1-01d2-474b-8658-bf1fd22cd5ad,54,T-Shirt,False
690ebf34-a6be-4f15-9fb7-79c3d2c86b07,126,Dress,True
a6fc18cc-8c54-472d-b9ab-fcab7dd8e89a,204,Shoes,False
dfee1bfa-3ef1-4f45-b0f6-6cbf95a48a80,135,Buttondown_Shirt,False
806c853c-6260-4757-a1e8-ffa772f7f2cf,322,Longsleeve,False
a2b1af1e-dc4a-4e74-b7ae-3290dbe564d9,139,Hat,False
509f9576-1fcd-4941-8188-7a3a50a3ef75,111,Longsleeve,False
e3f59ab5-daa0-4acf-a114-c6fae6afef56,110,Buttondown_Shirt,False
805beda4-9792-4db9-aab7-3108c5211981,336,T-Shirt,False
237c373e-cd91-4eb0-a2e9-e3da1e1121ca,223,T-Shirt,False
4abdc9ad-fc79-4ea8-8d09-337a4f50c6e6,204,Longsleeve,False
fe95832e-d72a-43e6-8e47-8aced8140835,45,Polo,False
0a69bc16-6adc-4563-8aa1-958c32f66524,262,Shorts,False
110dcf71-51c7-4b18-9a45-5d3dc1fef6d8,204,Shoes,False
735b2cb6-8cd8-4103-8e8e-85888a6acb71,78,Pants,False
edb5ff7d-cb5d-4e1b-84c1-2cdc509c4da8,37,Pants,False
357fd0d6-e474-4a40-a8fe-e80a6d5082f7,45,Longsleeve,False
bc694556-e034-4849-a07f-f559a5cc0235,262,Dress,False
c3a0f268-9b3b-4783-bb75-0a88dcc31101,190,T-Shirt,False
e64eb874-e12f-4802-9a14-4a10271b48fa,50,Shorts,False
cc0e8ded-1c7d-4604-a648-23403401bee8,48,Hoodie,False
1b27b2d0-f0ab-4f61-b39e-7c21682fdcea,361,Shorts,False
